平如美棠,饶平如, 广西师范大学出版社,9,8830 
暮光之城·新月,史蒂芬妮·梅爾, 尖端出版,7.8,8829 
我是猫,[日]夏目漱石, 译林出版社,7.9,8829 
草样年华Ⅱ,孙睿, 长江文艺出版社,7.2,8822 
血酬定律,吴思, 中国工人出版社,8.2,8818 
高老头,(法)巴尔扎克, 人民文学出版社,7.9,8817 
曾经,林夕, 广西师范大学出版社,7.4,8809 
风之影,[西] 卡洛斯·鲁依斯·萨丰, 人民文学出版社,8.6,8798 
且试天下2,倾泠月, 二十一世纪出版社,8.2,8798 
美丽新世界,[英] 阿道司·赫胥黎, 重庆出版社,8.5,8785 
浮世浮城,辛夷坞, 江苏文艺出版社,7.2,8782 
最游记,峰仓和也, 河南大学出版社,8,8772 
约翰·克利斯朵夫,（法）罗曼·罗兰, 人民文学出版社,8.7,8755 
玩笑,米兰 · 昆德拉, 上海译文出版社,8.4,8740 
那小子真帅2,（韩）可爱淘, 世界知识出版社,6.7,8738 
金色梦乡,[日] 伊坂幸太郎, 译林出版社,9,8733 
女心理师（上）,毕淑敏, 重庆出版社,7.4,8733 
北京，北京,冯唐, 重庆出版社,7.6,8712 
番茄工作法图解,[瑞典] Staffan Nöteberg, 人民邮电出版社,7.7,8711 
佳期如梦之今生今世,匪我思存, 新世界出版社,7.3,8696 
唐诗三百首,蘅塘退士, 中华书局,9.3,8669 
假装的艺术,[美] 劳伦斯·怀特德-弗莱, 南方出版社,6.5,8643 
大败局,吴晓波, 浙江人民出版社,8.3,8636 
他来了，请闭眼,丁墨, 百花洲文艺出版社,7.3,8620 
一桩事先张扬的凶杀案,[哥伦比亚] 加西亚·马尔克斯, 南海出版公司,8.6,8616 
西方哲学史（上卷）,[英] 罗素, 商务印书馆,8.9,8599 
春天责备,周云蓬, 上海文艺出版社,8.2,8586 
我讲个笑话，你可别哭啊,囧叔, 中国华侨出版社,7,8576 
笑忘录,[捷克] 米兰·昆德拉, 上海译文出版社,8.3,8570 
巴黎没有摩天轮,浅白色, 北京燕山出版社,7,8553 
伤心咖啡馆之歌,[美] 卡森·麦卡勒斯, 上海三联书店,8.2,8553 
龙文身的女孩,[瑞典] 斯蒂格·拉森, 人民文学出版社,8.5,8537 
树上的男爵,(意)卡尔维诺, 译林出版社,9,8532 
三个火枪手,大仲马, 上海译文出版社,8.2,8514 
思维的乐趣,王小波, 中国人民大学出版社,8.9,8507 
借我一生,余秋雨, 作家出版社,7.5,8503 
君主论,[意]尼科洛·马基雅维里, 商务印书馆,8.7,8494 
圈子圈套1,王强, 清华大学出版社,8,8490 
写给大家看的设计书（第3版）,[美] Robin Williams, 人民邮电出版社,8.6,8475 
圣诞忆旧集,[美] 杜鲁门·卡坡蒂, 译林出版社,8.6,8461 
追忆似水年华 Ⅰ,[法] M·普鲁斯特, 译林出版社,8.6,8457 
野蛮生长,冯仑, 中信出版社,8.3,8455 
亦恕与珂雪,蔡智恒, 新世界出版社,7.2,8455 
我是个年轻人 我心情不太好,(挪威)阿澜·卢, 浙江文艺出版社,7.5,8454 
失落的一角,谢尔·希尔弗斯坦, 南海出版公司,8.8,8430 
伽利略的苦恼,（日）东野圭吾, 当代世界出版社,7.3,8417 
金融的逻辑,陈志武, 国际文化出版公司,7.7,8405 
蒂凡尼的早餐,[美] 杜鲁门·卡波特, 南海出版公司,8.1,8401 
西藏生死书,索甲仁波切, 浙江大学出版社,8.5,8391 
永不永不说再见,张小娴, 北京十月文艺出版社,7.9,8381 
冰与火之歌·卷四·群鸦的盛宴（全两册）,（美）乔治·R·R·马丁, 重庆出版社,9.2,8365 
梵高传,[美] 欧文·斯通, 北京出版社,8.7,8361 
认识电影,[美] 路易斯·贾内梯, 世界图书出版公司,8.9,8357 
毒笑小说,[日]东野圭吾, 南海出版公司,7.8,8351 
南音 （上）,笛安, 长江文艺出版社,7.5,8348 
生活十讲,蒋勋, 广西师范大学出版社,8.3,8344 
雪国,[日] 川端康成, 天津人民出版社,8.4,8338 
格列佛游记,[英] 乔纳森·斯威夫特, 译林出版社,7.6,8314 
眠,[日] 村上春树 著, 南海出版公司,7.6,8285 
狼的诱惑,（韩）可爱淘, 世界知识出版社,7,8284 
只有医生知道!,张羽, 江苏人民出版社,8.5,8272 
ふしぎ遊戯,渡瀬悠宇, 小学館,7.8,8258 
活着活着就老了,冯唐, 万卷出版公司,7.6,8258 
后宫·甄嬛传Ⅱ,流潋紫, 花山文艺出版社,8.1,8254 
夜玫瑰,蔡智恒, 现代出版社,7.4,8254 
我不是潘金莲,刘震云, 长江文艺出版社,7.8,8247 
慢,米兰・昆德拉, 上海译文出版社,7.9,8237 
向前一步,[美]谢丽尔·桑德伯格（Sheryl Sandberg）, 中信出版社,8.1,8231 
群山回唱,[美] 卡勒德·胡赛尼, 上海人民出版社,8.4,8216 
如果墙会说话,亦舒, 新世界出版社,7.8,8208 
魔鬼经济学,[美] 史蒂芬·列维特, 广东经济出版社,7.6,8202 
死神01,久保帶人, 東立,8.1,8200 
昆仑1,凤歌, 团结出版社,8.6,8173 
如彗星划过夜空,林达, 生活·读书·新知三联书店,8.9,8167 
潇然梦（上）,小佚, 朝华出版社,7.4,8149 
十一字杀人,[日] 东野圭吾, 上海译文出版社,6.7,8131 
N.世界,年年, 长江文艺出版社,7.8,8118 
你好，忧愁,[法] 弗朗索瓦丝·萨冈, 人民文学出版社,7.5,8116 
帝都赋,沧月, 新世界出版社,8,8104 
水知道答案,江本胜, 南海出版公司,7.3,8101 
侠客行,金庸, 三联书店,7.4,8073 
镜·双城,沧月, 世界知识出版社,8.4,8073 
祈祷落幕时,(日)东野圭吾, 南海出版公司,7.7,8057 
CLOVER（VOL.1--4）,CLAMP,None,8.7,8056 
深夜食堂 02,[日] 安倍夜郎, 湖南文艺出版社,9.1,8039 
蜂蜜與四葉草 1,羽海野千花, 玉皇朝出版集团,9.1,8037 
梦回大清,金子, 朝华出版社,7.6,8025 
365夜故事（上下）,鲁兵 主编, 少年儿童出版社,9.2,8024 
卓有成效的管理者,[美] 彼得·德鲁克, 机械工业出版社,8.8,8021 
过客，匆匆,飘阿兮, 国际文化出版公司,7.7,8012 
大教堂,[美] 雷蒙德·卡佛, 译林出版社,8.5,8008 
九州·缥缈录Ⅲ·天下名将,江南, 新世界出版社,8.8,8007 
社会契约论,卢梭, 商务印书馆,8.8,8006 
天堂之吻 (Vol. 1),矢澤愛, 玉皇朝出版集團,8.9,7998 
鲤·嫉妒,张悦然 主编, 江苏文艺出版社,7.6,7991 
通往奴役之路,哈耶克, 中国社会科学出版社,8.9,7990 
天意,钱莉芳, 四川科学技术出版社,8.2,7969 
美少女战士（全18卷）,武内直子, 中国对外翻译出版社,8.2,7967 
橘生淮南·暗恋,八月长安, 吉林出版集团有限责任公司,8.2,7964 
怦然心动的人生整理魔法,〔日本〕近藤麻理惠, 译林出版社,8,7944 
魍魉之匣（下）,[日] 京极夏彦, 上海人民出版社,8.7,7935 
空谷幽兰,[美] 比尔·波特 著, 南海出版公司,8.3,7922 
偷偷爱着你,中条比纱也, 白泉社,8,7920 
銀魂,空知英秋, 香港正文社,9.3,7916 
藏地密码2,何马, 重庆出版社,7.7,7915 
伊斯坦布尔,[土耳其] 奥尔罕·帕慕克, 上海人民出版社,8.4,7910 
第九个寡妇,严歌苓, 作家出版社,8.6,7909 
漂亮朋友,[法] 莫泊桑, 长江文艺出版社,7.7,7900 
读大学，究竟读什么,覃彪喜, 南方日报出版社,7.5,7897 
泰戈尔诗集,[印] 罗宾德拉纳特·泰戈尔, 北京出版社,8.9,7893 
爷爷变成了幽灵,[丹麦]金·弗珀兹·艾克松/文, 湖北美术出版社,9.3,7893 
游园惊梦,夏达, 湖南少儿出版社,9,7877 
她是女子，我也是女子,黃碧雲, 麥田出版有限公司,8.3,7856 
向日葵不开的夏天,[日] 道尾秀介, 新星出版社,7.5,7844 
牡蛎男孩忧郁之死,(美)蒂姆·伯顿, 时代文艺出版社,7.6,7815 
一個人去旅行,[日] 高木直子, 大田出版有限公司,8.3,7781 
漫长的告别,[美] 雷蒙德·钱德勒, 新星出版社,8.1,7762 
德川家康（第一部）,[日] 山冈庄八, 南海出版公司,8.4,7725 
再袭面包店,[日] 村上春树, 上海译文出版社,7.9,7706 
因为痛，所以叫青春,[韩] 金兰都, 广西科学技术出版社,7.5,7692 
第八日的蝉,[日] 角田光代, 江苏文艺出版社,8.1,7691 
重口味心理学,姚尧, 中国友谊出版公司,6.7,7684 
少年残像,七堇年, 长江文艺出版社,7.5,7664 
武林外史（上下）,古龙, 珠海出版社,7.9,7658 
一个人旅行2,高木直子, 江西科学技术出版社,8.4,7652 
流星·蝴蝶·剑,古龙, 珠海出版社,7.8,7646 
我的路5,寂地, 黑龙江美术出版社,8.8,7639 
魔戒（第三部）,托尔金, 译林出版社,8.9,7635 
余欢,刘瑜, 上海文艺出版社,7.7,7627 
鲁西西传,郑渊洁, 学苑,8.8,7624 
面纱,[英] W.萨默塞特·毛姆, 重庆出版社,8.7,7608 
男人这东西,渡边淳一, 文化艺术出版社,7.6,7604 
诛仙2,萧鼎, 朝华出版社,8.4,7589 
酥油,江觉迟, 甘肃人民美术出版社,8.4,7577 
九州·缥缈录Ⅳ·辰月之征,江南, 新世界出版社,8.7,7572 
红手指,(日)东野圭吾, 南海出版公司,7.8,7553 
大秦帝国,孙皓晖, 河南文艺出版社,8.8,7523 
乡土中国,费孝通, 上海人民出版社,9.2,7514 
有些事现在不做，一辈子都不会做了,韩梅梅, 北方妇女儿童出版社,7.4,7513 
火星救援,[美] 安迪·威尔, 译林出版社,8.9,7508 
致女儿书,王朔, 人民文学出版社,7.6,7506 
心理罪,雷米, 重庆出版社,8.1,7500 
KAO，被潜了！,金刚芭比, 中国画报出版社,7.3,7497 
稻草人手记,三毛, 北京十月文艺出版社,8.9,7493 
24个比利,[美] 丹尼尔·凯斯, 外语教学与研究出版社,8.2,7469 
佐藤可士和的超整理术,[日] 佐藤可士和, 江苏美术出版社,7.6,7463 
大漠荒颜,沧月, 新世界出版社,8.1,7446 
森林唱游,幾米, 生活·读书·新知三联书店,7.9,7445 
黑铁时代,王小波, 中国青年出版社,8.6,7426 
你们 我们 他们,幾米, 辽宁教育出版社,8.2,7422 
兰陵缭乱,Vivibear, 朝华出版社,7.5,7416 
温柔的夜,三毛, 北京十月文艺出版社,9,7411 
我兔斯基你,王卯卯, 阳光出版社,8.1,7407 
阴阳师,[日] 梦枕貘, 南海出版公司,8.6,7396 
罪与罚,[俄] 陀思妥耶夫斯基, 人民文学出版社,8.7,7385 
不羁的风,亦舒, 新世界出版社,7.4,7363 
如果在冬夜，一个旅人,[意大利] 伊塔洛·卡尔维诺, 译林出版社,8.7,7361 
查拉图斯特拉如是说,(德)尼采著, 漓江出版社,8.6,7357 
生死疲劳,莫言, 作家出版社,8.2,7352 
数学之美,吴军, 人民邮电出版社,8.7,7341 
小狗钱钱,[德] 博多·舍费尔, 中国工人出版社,8.7,7334 
流言,张爱玲, 北京十月文艺出版社,8.7,7324 
闪开，让我歌唱八十年代,张立宪, 人民文学出版社,7.8,7322 
一個人的第一次,高木直子, 大田,8.2,7319 
原谅我红尘颠倒,慕容雪村, 珠海出版社,8,7316 
爱的教育,（意）亚米契斯, 广西师范大学出版社,8.1,7314 
吃南瓜的人,亦舒, 新世界出版社,7.6,7312 
九州·斛珠夫人,萧如瑟, 新世界出版社,8,7311 
X.1,CLAMP, 中国轻工业出版社,8.4,7310 
陌上花开缓缓归,安意如, 作家出版社,7.3,7304 
长腿叔叔,[美] 简·韦伯斯特, 华文出版社,8.5,7291 
我所有的朋友都死了,艾弗里·蒙森, 中信出版社,7.5,7273 
我的宝贝,三毛, 哈尔滨出版社,8.5,7271 
遗失了一只猫,幾米, 现代出版社,8.3,7257 
猫国物语,[日] 莫莉蓟野, 南海出版公司,8.9,7255 
斯通纳,[美] 约翰·威廉斯, 世纪文景/上海人民出版社,8.8,7238 
古董局中局 2,马伯庸, 江苏文艺出版社,7.4,7231 
安娜·卡列尼娜（上下）,[俄罗斯] 托尔斯泰, 上海文艺出版社,8.4,7228 
道连·葛雷的画像,[英] 奥斯卡·王尔德, 上海译文出版社,8.9,7228 
慢慢来，一切都来得及,meiya, 中国商业出版社,7.4,7214 
镜·破军,沧月, 世界知识出版社,8.3,7205 
千秋,落落, 长江文艺出版社,8,7197 
曾许诺·殇,桐华, 湖南文艺出版社,8.4,7195 
预知梦,（日）东野圭吾, 海南出版社,7,7194 
窥视印度,妹尾河童, 生活·读书·新知三联书店,8.6,7193 
人·兽·鬼,钱锺书, 生活·读书·新知三联书店,8.7,7189 
圈子圈套2,王强, 长江文艺出版社,7.9,7185 
魔戒（第二部）,[英国] 托尔金, 译林出版社,8.8,7185 
南音 （下）,笛安, 长江文艺出版社,7.6,7179 
九型人格,[美] 海伦·帕尔默, 华夏出版社,7.6,7171 
小顾聊绘画·壹,顾爷, 中信出版社,8.4,7168 
和空姐同居的日子,三十, 广西人民出版社,7.4,7166 
怪笑小说,[日] 东野圭吾, 南海出版公司,8,7164 
绝对小孩,朱德庸, 上海锦绣文章出版社,8.2,7141 
遥远的救世主,豆豆, 作家出版社,8.8,7135 
魔卡少女樱,CLAMP,None,7.8,7115 
毕业前杀人游戏,东野圭吾, 皇冠文化,6.6,7097 
香寒,匪我思存, 新世界出版社,7.1,7094 
安吉拉·卡特的精怪故事集,[英] 安吉拉·卡特, 南京大学出版社,8,7087 
临界·爵迹 Ⅱ,郭敬明, 长江文艺出版社,7.3,7075 
水煮三国,成君忆, 中信出版社,7.3,7069 
濒死之眼,[日] 东野圭吾, 上海译文出版社,6.4,7060 
落落清欢,南东北西, 河南文艺出版社,7.4,7049 
等一个人咖啡,九把刀, 接力出版社,8.4,7036 
盛夏的方程式,东野圭吾, 现代出版社,7.4,7034 
醉玲珑（下卷）,十四夜, 朝华出版社,7.9,7027 
冬牧场,李娟, 新星出版社,9,7016 
北京法源寺,李敖, 中国友谊出版社,8.4,7005 
不负如来不负卿Ⅱ·大结局,小春, 北岳文艺出版社,8.2,6997 
恐怖宠物店1,秋乃茉莉, 哈尔滨出版社,9,6972 
七种武器（全三册）,古龙, 珠海出版社,8.3,6971 
魚,[日] 伊藤潤二, 東立,8.6,6966 
150cm Life 2,高木直子, 大田,8,6956 
荒人手记,朱天文, 山东画报出版社,8.1,6953 
1980年代的爱情,野夫, 湖南文艺出版社,7.4,6950 
诛仙4,萧鼎, 朝华出版社,8.2,6940 
饥饿游戏,[美]苏珊·柯林斯(Suzanne Collins), 作家出版社,7.6,6939 
别跟我说你懂日本,王东, 江苏文艺出版社,7.3,6938 
蝴蝶公墓,蔡骏, 作家出版社,6.7,6936 
甜酸,饶雪漫, 新世界出版社,6.6,6926 
全世界人民都知道,李承鹏, 新星出版社,7.4,6912 
斯泰尔斯庄园奇案,[英] 阿加莎·克里斯蒂, 人民文学出版社,7.9,6908 
八十年代访谈录,查建英 主编, 生活·读书·新知三联书店,8.1,6902 
发条橙,[英] 安东尼·伯吉斯, 译林出版社,8.1,6888 
郎咸平说：我们的日子为什么这么难,郎咸平, 东方出版社,7.7,6886 
荷包里的单人床,张小娴, 南海出版公司,7.7,6877 
二号首长,黄晓阳, 重庆出版社,8.1,6871 
那些有伤的年轻人,庄雅婷, 华文出版社,7.2,6864 
论语,None, 中华书局,9,6860 
三少爷的剑,古龙, 珠海出版社,7.6,6833 
月,安妮宝贝, 上海人民出版社,6.9,6832 
最好的女子,黄佟佟, 广西师范大学出版社,7.1,6829 
记得,BENJAMIN, 北方妇女儿童出版社,8.2,6810 
我不要你死于一事无成,[阿富汗] 法齐娅·库菲, 中信出版社,8.1,6807 
鲤·暧昧,张悦然, 江苏文艺出版社,7.5,6802 
欧·亨利短篇小说选,[美] 欧·亨利(O’Henry), 人民文学出版社,8.8,6798 
繁花,金宇澄, 上海文艺出版社,8.7,6795 
绿毛水怪,王小波, 时代文艺出版社,8.9,6786 
香蕉哲学,杨昌溢, 重庆出版社,6,6785 
流浪的面包树,张小娴, 南海出版公司,7.9,6785 
后宫·甄嬛传V,流潋紫, 广西师范大学出版社,8.1,6779 
斜屋犯罪,[日] 岛田庄司, 新星出版社,7.7,6772 
天亮说晚安,郭敬明, 上海人民出版社,6.7,6772 
我想吃一个小孩,[法] 西尔维娜·多尼奥 著, 北京科学技术出版社,8,6766 
十年一觉电影梦,张靓蓓 编著, 人民文学出版社,8.1,6765 
最好的告别,[美] 阿图·葛文德（Atul Gawande）, 浙江人民出版社,9,6764 
我的孤独是一座花园,[叙利亚] 阿多尼斯, 译林出版社,8.6,6764 
我终究是爱你的,张小娴, 北京十月文艺出版社,7.3,6764 
任凭这空虚沸腾,王小立, 长江文艺出版社,7.2,6759 
威尼斯商人,（英）莎士比亚, 外语教学与研究出版社,8.1,6751 
穿越与反穿越,桃之舟, 北岳文艺出版社,7.3,6741 
孽子,白先勇, 花城出版社,8.7,6731 
草房子,曹文轩, 江苏少年儿童出版社,8.9,6705 
深夜食堂 03,[日] 安倍夜郎, 湖南文艺出版社,9.1,6701 
女心理师（下）,毕淑敏, 重庆出版社,7.4,6686 
美国种族简史,[美] 托马斯·索威尔, 中信出版社,8.4,6679 
写在人生边上 人生边上的边上 石语,钱锺书, 生活·读书·新知三联书店,8.8,6661 
一个人住的每一天,（日）高木直子, 辽宁科学技术出版社,8.6,6658 
蝴蝶梦,[英] 达夫妮·杜穆里埃, 上海译文出版社,8.2,6652 
沉睡之城,蔡骏, 陕西师范大学出版社,7.2,6635 
眠空,安妮宝贝, 北京十月文艺出版社,7.7,6629 
九州·缥缈录V·一生之盟,江南, 新世界出版社,8.9,6629 
红颜乱,朵朵舞, 河南文艺出版社,7.4,6618 
输赢,付遥, 北京大学出版社,7.6,6615 
搭车去柏林,刘畅, 中信出版社,8.2,6614 
我读书少，你可别骗我,马伯庸, 浙江大学出版社,7.5,6610 
活法,（日）稻盛和夫, 东方出版社,8.2,6601 
萤火之森,绿川幸, 东立出版社,9.4,6599 
这么远，那么近,晴空蓝兮, 国际文化出版公司,7.1,6572 
面包树出走了,张小娴, 南海出版公司,7.8,6569 
诛仙3,萧鼎, 朝华出版社,8.3,6564 
死神的精确度,[日] 伊坂幸太郎, 当代世界出版社,8,6555 
异邦骑士,[日] 岛田庄司, 新星出版社,8.2,6542 
杀死一只知更鸟,[美] 哈珀·李, 译林出版社,9.2,6522 
同学少年都不贱,张爱玲, 天津人民出版社,7.1,6521 
水晶般透明,明晓溪, 新世界出版社,6.7,6512 
噪音太多,梁文道, 花城出版社,7.4,6510 
致D,[法] 安德烈·高兹, 南京大学出版社,8.5,6510 
剑桥倚天屠龙史,新垣平, 万卷出版公司,8.2,6506 
姐姐的守护者,[美] 朱迪·皮考特, 南海出版公司,8.5,6504 
朱镕基答记者问,《朱镕基答记者问》编辑组 编, 人民出版社,8.4,6503 
貧窮貴公子,[日] 森永あい, 东立出版社,8.2,6494 
良言写意,木浮生, 国际文化出版公司,7.3,6486 
藏地密码3,何马, 重庆出版社,7.8,6483 
镜·龙战,沧月, 天津人民出版社,8.6,6479 
NANA 12,矢澤愛, 尖端,9,6474 
一个人的村庄,刘亮程, 春风文艺出版社,8.9,6465 
玛格丽特的秘密,蔡骏, 接力出版社,6.8,6449 
落花时节又逢君,蜀客, 文化艺术出版社,7.3,6442 
蟲師 (1)  アフタヌーンKC (255),漆原 友紀, 講談社,9.2,6438 
好笑的爱,米兰・昆德拉, 上海译文出版社,8.4,6438 
海底捞你学不会,黄铁鹰, 中信出版社,7.2,6430 
海上牧云记,今何在, 天津人民出版社,7.8,6429 
胭脂扣,李碧华, 新世界出版社,8,6422 
消失的爱人,[美]吉莉安·弗琳, 中信出版社,8.1,6417 
流金岁月,（香港）亦舒, 海天出版社,8.4,6408 
薄荷荼靡梨花白,电线, 百花洲文艺出版社,6.9,6398 
少年Pi的奇幻漂流（插图珍藏版）,[加拿大] 扬·马特尔, 译林出版社,8.6,6378 
大家都有病,朱德庸, 现代出版社,8.1,6374 
圈子圈套3,王强, 长江文艺出版社,8,6371 
身份的焦虑,[英] 阿兰·德波顿, 上海译文出版社,8.2,6358 
城记,王军, 生活·读书·新知三联书店,8.7,6353 
后宫·甄嬛传Ⅳ,流潋紫, 百家出版社,8.1,6324 
镜·辟天,沧月, 天津人民出版社,8.6,6306 
Y的悲剧,[美] 埃勒里·奎因, 新星出版社,8.5,6306 
长相思,桐华, 湖南文艺出版社,8.2,6294 
蒼の封印,篠原千絵, 小学館,8,6287 
美国众神,[英] 尼尔·盖曼, 四川科学技术出版社,8,6279 
十宗罪,蜘蛛, 湖南文艺出版社,6.8,6278 
过把瘾就死,王朔, 云南人民出版社,8.1,6276 
一地鸡毛,刘震云, 长江文艺出版社,8,6273 
上下五千年,林汉达, 少年儿童出版社,8.6,6270 
醉玲珑（中卷）,十四夜, 朝华出版社,7.9,6264 
晃晃悠悠,石康, 长春出版社,7.7,6263 
多田便利屋,[日] 三浦紫苑, 人民文学出版社,8.1,6257 
卡拉马佐夫兄弟,[俄]陀思妥耶夫斯基, 上海译文出版社,9.3,6251 
野性的呼唤,杰克·伦敦, 上海译文出版社,8.8,6250 
哥伦比亚的倒影,木心, 广西师范大学出版社,8.4,6249 
你看起来好像很好吃,宫西达也, 北京少年儿童出版社,9.1,6246 
火车,〔日〕宫部美雪, 南海出版公司,7.9,6242 
创意市集,王怡颖, 生活·读书·新知三联书店,7.7,6235 
躲进世界的角落,幾米, 人民文学出版社,8.8,6234 
紫阳花日记,[日] 渡边淳一, 文汇出版社,7.5,6229 
逃离,艾丽丝·门罗, 北京十月文艺出版社,8,6222 
永远的普罗旺斯,（英）彼得・梅尔, 陕西师范大学出版社,8.1,6217 
读者,梁文道, 法律出版社,7.8,6212 
霸王别姬,李碧华, 人民文学出版社,9.1,6199 
8分钟的温暖,夏茗悠, 新世界出版社,7.8,6198 
批评官员的尺度,[美] 安东尼·刘易斯, 北京大学出版社,8.9,6174 
光明与磊落,韩寒, 湖南文艺出版社,8.6,6171 
参与感,黎万强, 中信出版社,7.5,6164 
八百万种死法,[美] 劳伦斯·布洛克, 新星出版社,7.7,6162 
死亡通知单,周浩晖, 国际文化出版公司,8.2,6162 
在黑暗的河流上,席慕蓉, 南海出版公司,8.7,6162 
仓央嘉措诗传,苗欣宇, 江苏文艺出版社,7.4,6155 
她的二三事,亦舒, 新世界出版社,7.5,6151 
龙族Ⅱ,江南, 长江出版社,8.1,6140 
认得几个字,张大春, 上海人民出版社,8.2,6135 
海子诗全集,海子 著, 作家出版社,9.2,6114 
景年知几时,匪我思存, 新世界出版社,6.4,6107 
无极,郭敬明, 人民文学出版社,6.3,6098 
红字,霍桑, 人民文学出版社,7.8,6093 
鲤·最好的时光,张悦然, 江苏文艺出版社,7.6,6084 
亲爱的三毛,三毛, 北京十月文艺出版社,8.8,6082 
薄荷关系,吉住涉,None,7.7,6063 
谢谢你离开我,张小娴, 湖南文艺出版社,7,6054 
美的历程,李泽厚, 天津社会科学院出版社,8.8,6048 
凉生，我们可不可以不忧伤,乐小米, 内蒙古人民出版社,7.6,6048 
万物简史,[美] 比尔·布莱森, 接力出版社,8.8,6041 
冷浪漫,科学松鼠会, 中国书店,7.7,6039 
夜莺与玫瑰,[英] 王尔德 著, 辽宁教育出版社,8.5,6036 
贾想1996—2008,贾樟柯, 北京大学出版社,8.5,6036 
九州·缥缈录VI·豹魂,江南, 新世界出版社,8.6,6033 
绑架游戏,[日]东野圭吾, 上海译文出版社,7.3,5989 
一点旧一点新,亦舒, 新世界出版社,7.6,5988 
如何成为一个怪物,冯唐, 新星出版社,7.5,5987 
冷月如霜,匪我思存, 新世界出版社,6.8,5987 
天子谋,青垚, 北方妇女儿童出版社,7.9,5985 
最好的时光,朱天文, 山东画报出版社,8.4,5972 
冰与火之歌·卷五·魔龙的狂舞（全三册）,[美]乔治·R. R. 马丁, 重庆出版社,9.4,5971 
十日谈,薄迦丘, 江苏译林,7.5,5968 
Goth.斷掌事件,乙一, 青春文化,8.6,5967 
重新发现社会,熊培云, 新星出版社,8.4,5958 
扫起落叶好过冬,林达, 生活·读书·新知三联书店,8.6,5949 
诛仙5,萧鼎, 朝华出版社,8.1,5946 
"I""s",桂正和, VIZ Media LLC,8.3,5941 
维罗妮卡决定去死,[巴西] 保罗·柯艾略, 南海出版公司,8.2,5939 
果壳中的宇宙,[英] 史蒂芬·霍金, 湖南科学技术出版社,8.6,5934 
中国人史纲（上中下）,柏杨, 同心出版社,8.5,5930 
潇然梦（下）,小佚, 朝华出版社,7.5,5925 
重来,[美] 贾森·弗里德, 中信出版社,8.3,5917 
雪国,[日] 川端康成, 南海出版公司,8,5916 
一个女人的史诗,严歌苓, 湖南文艺出版社,8.2,5914 
计数器少年,（日）石田衣良, 上海人民出版社,8.1,5914 
重力小丑,[日]伊坂幸太郎, 当代世界出版社,8.1,5912 
我的帝王生涯,苏童, 上海文艺出版社,8.2,5905 
深夜食堂 04,[日] 安倍夜郎, 湖南文艺出版社,9.1,5897 
心术,六六, 上海人民出版社,7.8,5896 
诛仙8（大结局）,萧鼎, 花山文艺出版社,7,5894 
香初上舞,藤萍, 广西人民出版社,8.7,5892 
我爱问连岳Ⅱ,连岳, 作家出版社,8.2,5891 
袁氏当国,唐德刚, 广西师范大学出版社,8.5,5889 
寻找无双·东宫西宫,王小波, 北方文艺出版社,8.6,5882 
我在雨中等你,[美] 加思·斯坦, 南海出版公司,8.1,5881 
黑天鹅,[美] 纳西姆·尼古拉斯·塔勒布, 中信出版社,7.7,5876 
神们自己,[美] 艾萨克·阿西莫夫, 江苏凤凰文艺出版社,8.3,5872 
边城浪子（上下）,古龙, 珠海出版社,8,5865 
大约是爱（全二册）,李李翔, 朝华出版社,7.2,5862 
局外人,[韩] 可爱淘, 中国城市出版社,6.7,5862 
额尔古纳河右岸,迟子建, 北京十月文艺出版社,9,5860 
心理罪,雷米, 重庆出版社,8.2,5858 
斗罗大陆（全14卷）,唐家三少, 太白文艺出版社,7.5,5852 
小妖的金色城堡,饶雪漫, 春风文艺出版社,7.1,5851 
我的朋友陈白露小姐,海棠, 中信出版社,6.9,5847 
无往而不胜的童话,明晓溪, 新世界出版社,6.7,5846 
神秘岛,(法)儒勒.凡尔纳, 中国青年出版社,8.7,5843 
秘密花园,[英] 乔汉娜·贝斯福, 北京联合出版公司,8.1,5831 
人人都是产品经理,苏杰, 电子工业出版社,7.7,5830 
好妈妈胜过好老师,尹建莉, 作家出版社,9,5828 
古董局中局 3,马伯庸, 北京联合出版公司,7.7,5826 
西游日记,今何在, 湖南文艺出版社,7.8,5822 
阿勒泰的角落,李娟, 万卷出版公司,9,5818 
天朝的崩溃,茅海建, 生活·读书·新知三联书店,9,5817 
藏地密码4,何马, 重庆出版社,7.8,5817 
当世界年纪还小的时候,[德] 于尔克·舒比格 著, 四川少年儿童出版社,8.6,5817 
汤姆・索亚历险记,[美] 马克.吐温 原著, 少年儿童出版社,8,5814 
少年残像,由贵香织里, 白泉社,8.7,5808 
猫力乱步,猫力, 湖南人民出版社,6.8,5804 
超新星纪元,刘慈欣, 重庆出版社,7.6,5796 
病隙碎笔,史铁生, 陕西师范大学出版社,8.8,5793 
特别的猫,[英] 多丽丝·莱辛, 浙江文艺出版社,8.4,5790 
解体诸因,[日] 西泽保彦, 新星出版社,7.9,5789 
丰乳肥臀,莫言, 中国工人出版社,8,5782 
别闹了，费曼先生,费曼, 生活·读书·新知三联书店,8.9,5777 
纽约客,白先勇, 广西师范大学出版社,8.6,5769 
厚黑学,李宗吾, 群言出版社,7.4,5766 
我的波塞冬,缪娟, 太白文艺出版社,7.6,5764 
大爱晚成,金陵雪, 中国城市出版社,7.3,5760 
无知,[捷克] 米兰·昆德拉, 上海译文出版社,8.1,5760 
